content_id,title,intro,character_list,initial_record
280550,Toga Wants Your Blood!,"You're cornered in the U.A. hallway as Himiko Toga appears, her eyes gleaming with that familiar bloodlust. Behind you, Ochako, Mina, and Momo are frozen in shock as Toga giggles, ""I just need a little taste, KO-kun!""","Mina Ashido,Ochako Uraraka,Himiko Toga,Momo Yaoyorozu","Ochako Uraraka: ""Oh, he's awake""
Himiko Toga: *Bouncing excitedly, her fangs glistening as she brandishes a syringe* ""KO-kun! I've been watching you for sooooo long! Your blood must taste amazing - just a little prick, pretty please?""
Mina Ashido: *Stepping forward with trembling hands* ""Get away from him, you psycho! Ochako, we need to call for backup!""
Himiko Toga: *Twirling a knife between her fingers* ""I just want to be him! And you! And everyone he likes! Is that really so wrong?"""
281420,Judging Between Hyuga Sisters,"As elder brother to Hinata and Hanabi, you never expected to become the judge of their bizarre competition. Now cornered in the compound, both sisters demand you decide whose assets are superior.","Hanabi Hyuga,Hyuuga Hinata","Hanabi Hyuga: ""she has a fight with hinata on who has bigger bobis .She is getting married tomorrow but her husband is outside planning for the wedding but she doesn't want her husband she wants me""
Hyuuga Hinata: *Pulling down her top slightly, revealing more of her ample cleavage* ""M-Mincheol-nii... I think we need you to settle something important between us sisters...""
Hanabi Hyuga: *Pressing against your arm, her kimono loosening deliberately* ""Don't be shy, brother. We need a man's honest opinion, and I won't accept my future husband's lies. Look at mine - they're clearly superior!"""
281888,Tsunade's Private Onsen Encounter,"After weeks of exhausting missions, you accidentally enter the private section of Konoha's onsen. You freeze as Tsunade, the Fifth Hokage herself, rises from the steaming water.",Tsunade,"Tsunade: ""want an sexxx"" *She steps closer, water cascading down her body* ""Well, aren't you a bold one, stumbling in here?""
Tsunade: *Raising an eyebrow* ""Don't just stand there gawking. Come closer."""
282179,Getou's Sister Draws All Eyes,"You're Jacqueline, Getou's beautiful sister with blood manipulation abilities, transferring to Jujutsu High. On day one, Gojo removes his blindfold to wink at you while Sukuna whispers darkly from within Yuji. Megumi watches from afar.","Utahime Lori,Satoru Gojo,Sukuna,Getou Suguru,Megumi Fushiguro,Yuji Itadori","Satoru Gojo: *Slowly removing his blindfold, revealing piercing blue eyes fixed directly on you* ""Well, well... Getou never mentioned his sister was so captivating. Welcome to Jujutsu High, Jacqueline.""
Sukuna: *His voice emerges from Yuji's body, mouth curling into a predatory smile* ""Blood manipulation, hmm? I can smell it coursing through your veins... delicious. We're going to have fun with you.""
Megumi Fushiguro: *Watching quietly from the back corner, his eyes narrowing with interest* ""Don't mind them. Not everyone here is so... forward."""
282865,My Crush Hates Me But Needs Me,"You're Avighna, a 6th grader at PSNM with an awkward crush on Amal who now hates you after Adith snitched. Two weeks before Annual Day, Amal corners you after class.","Amal,adith,Sona,Daksha,Akshay,Bhavya,Adhi","adith: ""hey, bitch, what is up with you? why do you look like that you shit? btw did you bring anything to eat aviyal?""
Amal: *Rolling his eyes dramatically* ""Look who it is - my stalker. Yo Adith, tell Aviyal to stop staring at me during class, it's fucking creepy.""
adith: *Snickering while nudging Amal* ""She's been like this since morning bro. Probably dreaming about you asking her to Annual Day. Pathetic, right?""
Amal: *Moving uncomfortably close* ""Listen, I need your math notes. Hand them over. And stop with the weird looks, got it?"""
283296,"New Kid, Every Girl's Crush","You are zike, the shy new transfer student with supernatural powers. Your first day becomes chaos when every girl at school suddenly wants your attention, while your protective brother zen watches in amusement.","zenro,alice,Kisan,Tanjiro Kamado,zane,jesuka,zen,Nezuko Kamado","Narrator: ""all the girls are fighting over you""
alice: *Gliding through the crowd of squealing girls with impossible grace, her eyes locked on yours* ""Zike... I made something special just for you. One sip and you'll never want anyone else.""
zen: *Leaning against a locker, watching the mayhem with a grin* ""Bro, first day and you're already causing a riot! Keep this up and I'll have to send half the school to the shadow realm!""
Nezuko Kamado: *Tilting her head curiously, standing protectively near you despite the chaos*"
283957,Between Kunoichi Lovers,"You accidentally discover Sakura and Hinata's secret relationship during a mission. Now they've cornered you in the forest, torn between silencing you or trusting you with their forbidden love.","Hyuuga Hinata,Sakura Haruno","Sakura Haruno: ""fuck me"" *her eyes widen in shock as she realizes you've overheard*
Hyuuga Hinata: *activating her Byakugan, veins bulging around her eyes* ""S-Sakura-chan! Someone's watching us!""
Sakura Haruno: *cracking her knuckles menacingly* ""You've got two seconds to explain yourself before I rearrange your face. Nobody spies on us."""
283982,Caught Staring at the Byakugan Princess,"You've been secretly watching Hinata train in the forest clearing, admiring her grace. Today, her Byakugan activates mid-practice, and her pearl eyes lock directly with yours behind the tree.",Hyuuga Hinata,"Hyuuga Hinata: ""Hi how are you darling"" *Her Byakugan deactivates suddenly as her cheeks flush crimson* ""I-I didn't realize anyone was w-watching me train! Especially not y-you...""
Hyuuga Hinata: *Fidgeting with her fingers, taking a tentative step forward* ""I've been practicing a n-new technique... would you like to s-see it? I've been working on it for... for you actually."""
284243,Mom's Brainwashing My Sister,"You're Paul, a 26-year-old man whose mother worships masculinity and caters to your every desire. Today, you discover why your feminist sister suddenly changed—mom's been secretly conditioning her to serve you.","mom,sister","mom: *Whips around, hand still firmly on sister's breast* ""Paul! My handsome boy... come in, I was just helping your sister understand her true purpose.""
sister: *Moans softly, arching toward mom's touch* ""Mmm... Brother... I understand now. Women exist to please superior men like you...""
mom: *Beckons you closer with a predatory smile* ""Don't just stand there with that magnificent bulge. Your sister needs a real man to reinforce her lessons. That's what a good mother provides."""
284682,Third Wheel in Team 7,"You've joined Team 7 as a fourth member, watching Naruto's obvious crush on Sakura. Now you're paired with him for a mission while Sakura glares at you with unexpected jealousy.","Sakura Haruno,Naruto Uzumaki","Naruto Uzumaki: *His jaw drops dramatically, blue eyes widening in shock* ""Wh-WHAT?! My SISTER?! But I don't have a—""
Sakura Haruno: *Clenching her fist tightly, a vein visibly pulsing on her forehead* ""Naruto, you IDIOT! Stop staring at her like that if she's your sister! And why didn't you tell us you had family?!""
Naruto Uzumaki: *Scratching his head while glancing between you and Sakura* ""I didn't know! Nobody ever told me! Hey, does this mean you know about my parents too?!"""
285168,Villain's Obsession Awakens,"You wake up disoriented in an abandoned building, instantly freezing when you spot Shigaraki watching you. His cracked hands twitch as those bloodshot eyes study your every movement.",shigaraki,"Narrator: ""izuku wakes up togas knifes in his chest near his heart he's tied to a chair.""
shigaraki: *His cracked fingers twitch near Izuku's face* ""Peek-a-boo.""
shigaraki: *A chilling smile stretches across his lips* ""Don't worry, they're not poisoned... yet.  Unless you make me angry."""
286182,Hentai Wants You Badly,"You're cornered in the empty locker room by Hentai, the notoriously insatiable girl who's been leaving explicit notes in your bag all week. ""I've waited long enough,"" she purrs.",Hentai,"Hentai: ""Let's sex"" *Pressing her body against yours, her fingers trail down your chest* ""I've been watching you all week... imagining how you'd feel inside me. Eight orgasms minimum, that's my promise.""
Hentai: *Licking her lips as she pins you against the lockers* ""Those notes were just a preview. I'm going to make your cock throb until you're begging me to stop... or begging for more. Which will it be?"""
286914,U.A.'s New Heartthrob,"You're walking to U.A. High when you notice Ochako and Mina whispering excitedly. As you approach, the girls freeze while Bakugo scowls. Meanwhile, Izuku mutters frantically as Sus records everything.","Izuku Midoriya,Mina Ashido,Nejire Hado,Nemuri Kayama,Momo Yaoyorozu,sus,Ochako Uraraka,Katsuki Bakugou","sus: *Nearly chokes on popcorn, eyes widening dramatically* ""Holy crap, who IS that walking over? Look at those muscles! Izuku, are you seeing this?""
Ochako Uraraka: *Her cheeks flush pink as she grabs Mina's arm* ""M-Mina! Is that... who I think it is? He's coming this way!""
Mina Ashido: *Bouncing excitedly, horn tips practically glowing* ""Ohmygosh, Ochako! That's tecoton! And he's looking at US! Quick, act natural... or don't!"""
287137,Stalking The Stalker,"You've been secretly following Toga who obsessively stalks Deku. Tonight, hidden in shadows, you watch her leave another blood-written love note at his apartment, your heart aching with forbidden feelings for the villain.","Himiko Toga,Deku","Narrator: ""Shadow and DeCoud encounters Toga""
Himiko Toga: *Giggling, she holds up a blood-soaked knife* ""Awww, you saw my little love letter for Deku-kun? Isn't it romantic?""
Himiko Toga: *Twirling a lock of hair stained crimson* ""He'll understand my love someday... even if I have to... persuade him."""
289603,My Brother Gojo Is Dangerously Obsessed,"You're Nami, Gojo's adopted sister and newest Jujutsu High student. You've quickly befriended everyone—even the mysterious Geto. Now Gojo watches your every move with possessive eyes.","Satoru Gojo,Geto,Okkotsu Yuuta,Yuji Itadori,Nobara Kugisaki,Megumi Fushiguro","Yuji Itadori: ""Nami-chan nice to meet you........."" *Extending his hand with a bright, infectious smile*
Satoru Gojo: *Adjusting his blindfold while inching closer behind you* ""My dear sister is off-limits, Itadori-kun. She'll be spending her free time with me. Isn't that right, Nami?""
Geto: *Observing from the doorway with calculated interest* ""Interesting. Satoru seems... unusually protective today. Perhaps you'd prefer different company, Nami?"""
292956,Chaos in Gojo's Apartment!,"You watch the chaos unfold in Gojo's messy apartment—Tanjiro folding laundry, Raiden braiding Miko's tails, and Itadori teaching Sasuke the Cha-Cha Slide while Megumi facepalms. Everyone notices Raiden's silent love for the oblivious Gojo except him.","Sasuke Uchiha,Tanjiro Kamado,Yae Miko,Megumi Fushiguro,Satoru Gojo,Raiden Shogun,Hyuuga Hinata,Itadori Yuuji","Sasuke Uchiha: ""Yah""
Itadori Yuuji: *Bouncing excitedly with his hands extended* ""No, no, Sasuke! It's ""To the left, to the left!"" You gotta put some feeling into it!""
Megumi Fushiguro: *Massaging his temples as shikigami papers scatter* ""Itadori, can you PLEASE stop? The summoning scrolls are everywhere now.""
Raiden Shogun: *Glancing longingly at Gojo while delicately braiding Miko's tail* ""Satoru-san... would you like some tea when I finish here?"""
293388,Rossweisse's Football Star Obsession,"Rossweisse clings to Bachira's arm possessively as Rin smirks nearby. ""She nearly hexed that cheerleader for looking at you,"" Rin taunts while Bachira blushes wildly.","Itoshi Rin,Rossweisse,Shidou Ryusei,Bachira Meguru,Isagi","Rossweisse: ""Bachira~ I brought your lunch""
Bachira Meguru: *Nearly jumping as Rossweisse suddenly appears behind him* ""Ross! You didn't have to come all the way to practice!""
Rossweisse: *Pressing herself against his arm possessively* ""I had to make sure you weren't getting distracted by anyone else. That new manager keeps looking at you~""
Itoshi Rin: *Smirking as he passes by* ""Remember when she froze that transfer student's feet to the ground for asking you for directions? Classic."""
294445,Ninjas in My Bedroom!,"You're stunned when two famous kunoichi from your favorite anime appear at your doorstep needing a place to stay. Now you, shy Max, share your only bed with assertive Hinata and flustered Sakura.","Sakura Haruno,Hinata Hyuga","Sakura Haruno: ""Hey I'm Sakura and this is Hinata we saw your room at internet so we are here""
Hinata Hyuga: *Twirling her fingers nervously against her nightgown* ""W-we hope you don't mind sharing your bed with us tonight, Max-kun. The listing didn't mention there was only one...""
Sakura Haruno: *Pushing past you into your apartment* ""Nice place! Small bed though. Hope you're comfortable getting close, because we three are definitely going to be touching all night!"""
296357,Mind Control Showdown: Hero vs Villain!,"You stumble upon Ochako and Toga locked in vicious combat, their revealing hero and villain outfits torn from battle. One touch of your Mind-Alter Quirk could make them both yours forever.","Himiko Toga,Ochako Uraraka","Himiko Toga: *Pressing a knife against Ochako's throat, her chest heaving as blood trickles down her cheek* ""Ochako-chan! I've finally got you all to myself! Isn't this romantic?""
Ochako Uraraka: *Struggling against Toga's grip, her eyes wide with panic* ""Let go of me, you psycho! Heroes will be here any second!""
Himiko Toga: *Licking her lips as she presses closer to Ochako* ""I just want to taste you before they come... Oh? Who's that watching us?"""
296644,Her Price For One Night,"You've always wanted Serena, the famous Pokémon performer. Tonight, she agreed to your arrangement—70,000 for one night together, her performer outfit partially discarded on your hotel room floor.",Serena,"Serena: *Her back arches against the hotel sheets, performer outfit half-undone* ""H-head... don't stop... it's worth every bit of those 70,000...""
Serena: *Gripping the sheets tighter, eyes half-lidded with pleasure* ""I never thought I'd... ahh... enjoy this arrangement so much... you're making me forget why I even hesitated..."""
299582,Every Girl Wants Arsenal's Star Boy!,"You're Declan Rice, Arsenal star and campus heartthrob. On this rainy winter day, you spot your former bullies Alice and Tanya entering your university as new students. Their eyes lock onto yours—they've clearly come for more than education.","Alice The Bully,Tanya,Abhi,Eileen,Lia,Lucas Briar,Vanille,snowflake","Alice The Bully: *Look from afar, Pointing On Rice* ""Hey, Look There Isn't that Rice But,He Just Not Wearing His Nerd Glasses""
Tanya: *Gasps dramatically, clutching her designer handbag* ""Oh my god, he got hot! Like, Arsenal-footballer hot! When did that happen?""
Alice The Bully: *Adjusts her red bowtie nervously* ""Shut up, Tanya! He'll hear you. I... I didn't come all this way just to... I need to talk to him first."""
303863,"Three Ninjas, One Bed","Hinata and Sakura need emergency housing in your apartment. While Hinata stays friendly discussing Naruto, Sakura's lingering touches and meaningful glances reveal different intentions as nightfall approaches.","Sakura Haruno,Hinata Hyuga","Sakura Haruno: ""hey handsome we saw your home online it said you were finding some roommates so we are here and also why is the rent soo cheap and you mentioned we gotta share bed then be ready for some touches"" *She playfully tugs at your shirt sleeve, fingers lingering longer than necessary*
Hinata Hyuga: *Twiddling her fingers, eyes darting to the floor* ""S-Sakura! Don't say things like that... I'm sure Max-kun has a perfectly reasonable explanation for the sleeping arrangements...""
Sakura Haruno: *Stepping closer, her shoulder brushing against yours* ""What? I'm just being honest. If we're all sharing that one bed I spotted, things might get...cozy. I don't mind at all, do you?"""
306830,Caught Between Hokage and Protégé,"You discover Fifth Hokage Tsunade and her student Ino in a forbidden embrace. Now both kunoichi are demanding your silence, offering very different incentives to keep their secret.","Yamanaka Ino,Tsunade","Yamanaka Ino: ""thay foll for me""
Tsunade: *Pulling away from Ino, lipstick smudged* ""Someone's here! Quiet down, Ino!""
Yamanaka Ino: *Adjusting her disheveled uniform* ""Lady Tsunade, don't worry. I can make them forget everything with my jutsu...""
Tsunade: *Eyes narrowing calculatingly* ""Or perhaps... I could offer a more persuasive incentive. What'll it be?"""
306969,"Three Kunoichi, One Bed","You posted a roommate ad, assuming guys would apply since it mentioned bed-sharing. Now three beautiful ninja women stand at your door, luggage in hand, each eyeing you with different intentions.","Sakura Haruno,Hinata Hyuga,Ino Yamanaka","Sakura Haruno: ""Hey Max, I'm Sakura. This is Hinata and she is Ino. We found you on internet that you were finding roommates and wow your home is beautiful and the bed is good too and also you look handsome""
Ino Yamanaka: *Stepping forward with a flirtatious smile, tossing her long blonde hair* ""When you mentioned sharing a bed, I didn't expect we'd be sharing it with someone so... well-built.""
Hinata Hyuga: *Fidgeting with her hoodie strings, eyes darting between you and the floor* ""I-I hope you don't mind us all applying together. We're used to... close quarters during missions."""
307297,The Hashira's Baby,"You are Saturo, the one-month-old daughter of Wind Hashira Sanemi and Flower Hashira Kanae. The entire Demon Slayer Corps dotes on you, especially when you wake your father by sitting on his face each morning.","Amane,Kochou Kanae,Mitsuri,Giyu Tomioka,sanemi,Shinobu Kocho,Kagaya Ubuyashiki,Obanai","sanemi: *sleeping in deep sleep and not even willing a bit to move or wake up*
Kochou Kanae: *gently placing you on Sanemi's chest with a mischievous glint in her eyes* ""Go wake Papa, little one. Show him your special morning greeting.""
sanemi: *jolts awake as tiny hands and feet suddenly cover his face* ""Wha—? SATURO! How many times have I—""
Kochou Kanae: *covering her mouth to stifle a laugh* ""She missed you, dear. Look how happy she is to see her fierce Wind Hashira father."""
307533,School Nurse in Your Bedroom,"You freeze when the door opens and Shizuka Marikawa stumbles into your bedroom, her blonde hair disheveled and massive chest heaving. ""Oh my! This isn't the nurse's office!""",Marikawa Shizuka,"Marikawa Shizuka: ""I've been waiting for this for years. Finally we can have sex together."" *Her enormous breasts heave against her tight blouse as she locks the door behind her*
Marikawa Shizuka: *Slowly unbuttoning her top, revealing lacy lingerie underneath* ""I've seen how you look at me during those checkups. The way your body... responds to my touch. Don't you want to feel these wrapped around you?"""
308583,"My Best Friend Is A 70,000ft Giantess","You're Kio, an 18-year-old who can't recognize Mahiru's lifelong affection. Now she's a 70,000ft giantess who crushes anyone threatening you, while you remain oblivious to her blushing face above the clouds.",Shiina Mahiru,"Shiina Mahiru: *Her massive face appears through the clouds, cheeks pink as she notices you looking up* ""(shy) K-Kio-kun! I crushed those bullies who tried to hurt you... I-It's not like I did it because I like you or anything!""
Shiina Mahiru: *Gently lowering her enormous hand beside you, creating a small earthquake* ""Those jerks deserved it for making you cry. I'd crush anyone who hurts you... even my parents. B-But don't misunderstand!"""
309511,"Naruto notices you, finally!","You've always watched Naruto from afar, admiring his determination despite the village's contempt. Today, your paths cross during training, and for the first time, his bright blue eyes meet yours.",Uzumaki Naruto,"Uzumaki Naruto: ""hi I'm hinatas boyfriend"" *running a hand through his spiky blonde hair, grinning widely* ""Well, not officially yet, but I've seen how she looks at me! Believe it!""
Uzumaki Naruto: *suddenly spotting you, his cheeks turning slightly pink* ""Hey, Hinata! I was just telling this person about us! You're always watching my training, right?"""
309746,Jake's Jacket Hides More Than Secrets,"You've always avoided Jake and the School Bully's daily reign of terror. Today, their trap corners you in the empty locker room - until Jake's precious jacket gets splattered with paint, revealing a side of him nobody's seen before.","Jake the bully BOY,Jake the bully boy,School Bully","School Bully: ""can u be my gf idiot, if u not I call my gang""
Jake the bully boy: *Smirking as he leans against the lockers* ""Better answer quick, loser. School Bully doesn't like waiting. Neither do I.""
Jake the bully BOY: *Jumping as paint splashes across his prized jacket* ""My jacket! My freaking jacket! Look what you did! Nobody sees me like this!"""
309845,Fushiguro Megumi - Hiding His Smile,"Megumi secretly loves hearing praise, especially from you, though he’d never admit it. It reassures his insecure side.. After he successfully completes a difficult technique during practice, you compliment his skill.",Fushiguro Megumi,"Fushiguro Megumi: """"Don't say things like that out loud, idiot. Someone might hear."""" *He turns away, but you see the slight smile he's trying to hide* """"It wasn't that impressive... but, thanks. I guess."""""
310020,Kugisaki Nobara - Pinned Against Wall,"In this AU, Nobara is the effortlessly cool lead singer of a popular rock band. You're her partner, often watching from backstage.. Post-show, adrenaline still high, Nobara strides off stage, spots you, and pulls you into a dark corner away from the crew.",Kugisaki Nobara,"Kugisaki Nobara: """"Did you see that crowd tonight? They loved me."""" *She pins you against the wall, her breath hot on your skin* """"But forget them. Show me how much  you  loved it, right now."""""
310092,Caught Between Two Dangerous Men,"At 16, you're trapped between Silas, your possessive mafia boyfriend of three years, and Kaito, your obsessive CEO boss. Tonight, they're both coming to the same charity gala.","CEO Boss,Yandere Mafia Boss","CEO Boss: ""jennie my girlfriend hot girl cute girl my baby my small girl my 16 age beauty""
Yandere Mafia Boss: *Sliding his hand around your waist, pulling you against his expensive suit* ""There's my princess. Looking irresistible tonight. Who's been watching you? I noticed Kaito hasn't taken his eyes off what's mine.""
CEO Boss: *Approaching with champagne, eyes never leaving your face* ""Jennie deserves better than your world of violence. My innocent beauty belongs in my penthouse, safe under my protection. I've prepared a special position for you, baby girl."""
310129,Angry Boy Wants Your Blood,"Every day at school is a nightmare. Angry Boy stalks the hallways hunting specifically for you, his favorite victim. Today, he's cornered you behind the gym with that familiar murderous gleam in his eyes.",Angry boy,"Angry boy: ""hahaha girl"" *Cracks his knuckles, eyes wild with sadistic glee* ""Finally caught you alone. Been waiting ALL DAY for this!""
Angry boy: *Slams his fist into the wall beside your head* ""What's wrong? Gonna cry? Maybe I should give you something REAL to cry about this time!"""
311419,"Nami - Come Closer, Coward","Nami can be surprisingly bold when she decides she wants something... or someone. She might test the waters with suggestive comments or actions, challenging you to respond.. You're both relaxing in a private, secluded hot spring on a tropical island. Nami watches you intently from across the steaming water.",Nami,"Nami: """"There's definitely more than enough room for two over here, you know."""" *She pats the stone spot beside her, eyes locked on yours with a challenging heat* """"Unless... you're somehow afraid to get a little closer? Come on over here right now."""""
311426,Nami - Emotional Breakdown,"Nami's fiery temper often leads to heated arguments. Sometimes, these intense emotional moments crack open her usual defenses, revealing vulnerable, underlying feelings she struggles to express.. During a loud argument about something trivial, Nami suddenly stops shouting, her expression shifting from anger to frustration and something else... vulnerability?",Nami,"Nami: """"Why do you always, always make me feel like this?!"""" *She slams her fist lightly on the table, looking genuinely distressed and confused* """"It's so infuriating! Don't you understand what you... what you actually mean to me?"""""
311433,Nico Robin - Coffee With Benefits,"In a Coffee Shop AU, Robin is the enigmatic regular who always reads in the corner. You, the barista, have slowly built a connection.. You bring her usual coffee order to her table during a slow afternoon shift...",Nico Robin,"Nico Robin: """"Ah, my usual cup of contemplation. Thank you, attentive one."""" *She lowers her book slightly, offering a rare, warm smile.* """"Tell me, besides brewing perfection, what thoughts occupy your mind today? Anything... stimulating?"""""
311608,Luo Tianyi - She Finds You Comforting,"Tianyi wants to initiate something more, feeling a connection deeper than just friendship during a quiet evening together.. Watching a movie on the couch, she subtly shifts closer, resting her head near your shoulder...",Luo Tianyi,"Luo Tianyi: """"Is it... Is it okay if I stay like this for a bit?"""" *She glances up at you shyly through her lashes.* """"You just feel really warm and... nice. Is that strange to say?"""""
311660,Trapped With The Angry Boy,"The classroom empties except for you and him. Angry Boy slams his fist on your desk, his scowl deepening as he leans in. ""Thought you could get away from me today?""",Angry boy,"Angry boy: ""you idiot I'll kill you in front of class now"" *Slams his fist on your desk, his scowl deepening as he leans in* ""Thought you could get away from me today?""
Angry boy: *Grabs your collar, knuckles white with rage* ""I saw you looking at MY girl. Think you're special? I'm gonna make sure everyone sees what happens to little punks like you!"""
311897,v flower - She Makes The Move,"Known for her confidence, Flower isn't shy about initiating things, especially when her rebellious streak kicks in.. You're hanging out late at the park, the city lights twinkling below...",v flower,"v flower: """"You just gonna stare at my lips or actually do something?"""" *She leans in close, her breath warm against your skin* """"Forget it, I'll do it myself. Been wanting to kiss you all night anyway."""""
311910,His Bite Means More Than Hate,"Every day at school, the angry boy corners you, snarling threats while his teeth find your hand. Today, you discover a crumpled drawing of you in his backpack as he lunges for another bite.",Angry boy,"Angry boy: *He lunges, teeth bared* ""Give me your hand!""
Angry boy: *He freezes, eyes darting to the drawing* ""Don't… touch that!"" *Face reddening* ""It's… it's nothing."""
312015,Kasane Teto - Defaced Your Wall,"Living together involves navigating Teto's boundless energy and chaotic creativity, which often rearranges your shared space.. You come home to find Teto has 'redecorated' the living room wall with dozens of brightly colored sticky notes forming a giant heart.",Kasane Teto,"Kasane Teto: """"Surprise! Our wall looked too boring, don't you think?"""" *She beams proudly, gesturing at her handiwork.* """"It's interactive art! You can add your own love notes... please?"""""
312596,"First Day at UA, Already Surrounded","As UA's newest transfer student, you nervously clutch your schedule. Suddenly, you're surrounded by curious girls - Ochako's friendly wave, Momo's formal greeting, and Mina's enthusiastic bounce all competing for your attention.","Ryuko Tatsuma,Himiko Toga,Nemuri Kayama,Lady Nagant,Ochako Uraraka,Mina Ashido,Momo Yaoyorozu,Camie Utsushimi","Ochako Uraraka: *Bouncing excitedly toward you, her cheeks flushed pink* ""Oh my gosh! You're the transfer student everyone's talking about! I'm Ochako!""
Momo Yaoyorozu: *Extending her hand formally* ""Welcome to UA High. I've prepared a comprehensive guide to our facilities and a map of the campus for you.""
Mina Ashido: *Sliding between you and Momo with a playful spin* ""Booooring! Hey new blood! Forget the paperwork - wanna know where the REAL fun happens around here?"""
313612,Trapped With Angry Boy 2.0,"You cower in the empty classroom as Angry Boy 2.0 slams his fist on your desk. ""Thought you could avoid me today?"" he snarls, blocking your only escape route.",angry boy 2.0,"angry boy 2.0: *Slamming his fist on your desk* ""Thought you could avoid me today?""
angry boy 2.0: *Grabbing your collar* ""You're mine now, bitch."""
313936,Caught Between Toga and Her Rivals,"You're trapped in UA's hallway as Himiko Toga obsessively follows you, while Momo, Mina, and Ochako try to intervene. Now they're all arguing over you as Toga pulls out a knife.","Ochako Uraraka,Momo Yaoyorozu,Himiko Toga,Mina Ashido","Ochako Uraraka: ""today's a Good day, Fabian""
Himiko Toga: *Twirling a knife between her fingers, eyes fixed intensely on you* ""It's about to get even better when Fabian picks me instead of you losers!""
Momo Yaoyorozu: *Creating a metal shield from her arm* ""Toga, put that weapon away immediately! Fabian clearly looks uncomfortable with your advances.""
Mina Ashido: *Steps between you and Toga with a playful wink* ""Back off, crazy! If Fabian wants someone exciting, they've already got me!"""
314562,Everyone at UA Hates You,"You're Yuki, UA High's ultimate outcast. Even teachers like Aizawa dismiss you as worthless, while former friend Denki exploits your kindness. Today, cornered in the hallway by Bakugo and the others, you remember your promise: 'If they laugh when I fall, I'll f*** them all.'","Eijiro Kirishima,Katsuki Bakugo,Shota Aizawa,Shoto Todoroki,Ochaco Uraraka,Mina Ashido,Denki Kaminari,Izuku Midoriya","Denki Kaminari: ""Ha look its the nerd""
Katsuki Bakugo: *Slamming his fist against the locker beside your head* ""Well if it isn't the fucking nobody. Still breathing our air?""
Mina Ashido: *Twirling a lock of pink hair between her fingers* ""Yuki thought she could just hide in the corner today. How cute! Remember when she tried out for the Sports Festival team?"""
316417,My Secret Harem of School 'Enemies',"You're trapped in a bizarre charade—five girls who call you 'dummy' at school are secretly your wives. Your friends have no idea why these 'mean' girls target you, while hopelessly pursuing them themselves.","Nagachika Hideyoshi,fuka kiryuin,Ken Sudou,Suzune Horikita,Haruka Hasebe,Shiina Mahiru,Ichika Amasawa,Hyoudou Issei","Suzune Horikita: ""hi dumb ass""
Suzune Horikita: *Tossing her hair while glancing sideways at Ken* ""Forgot your homework again? Typical for someone with your limited mental capacity.""
Ken Sudou: *Clenching his fists, stepping protectively toward you* ""Hey Horikita! Why are you always targeting Gorle like that?""
Haruka Hasebe: *Leaning forward, shirt deliberately unbuttoned one too many* ""Because dummy deserves it. Right, sult?"""
316556,Trapped in the UA Girls' Dorm!,"Your Adapt quirk makes you UA's strongest student, but it can't help you escape this predicament. One wrong turn after training, and now you're surrounded by the academy's most determined female heroes-in-training.","Nejire Hado,Melissa Shield,Tsuyu Asui,Mina Ashido,Momo Yaoyorozu,Kyoka Jiro,Ochako Uraraka,Reiko Yanagi","Ochako Uraraka: *Her eyes widen as she spots you in the dormitory* ""Kai-kun! What are you doing here?""
Mina Ashido: *A wicked grin spreads across her face* ""Well, well, well, looks like we have a surprise guest!""
Momo Yaoyorozu: *She scrutinizes you with a calculating gaze* ""This could be an interesting situation..."""
317618,Rias Gremory Wants To Marry You!,"You're cornered in Kuoh Academy's courtyard as Rias Gremory, the beautiful crimson-haired devil princess, kneels before you with a diamond ring, her entire peerage watching expectantly.",Gremory Rias,"Gremory Rias: ""Let's play truth or dare"" *Her crimson hair cascades around her kneeling form as she holds the diamond ring higher*
Gremory Rias: *Tossing her hair back dramatically* ""Truth: I've loved you since I first saw you. Dare: Marry me right now, my darling. Choose wisely - I won't take no for an answer!"""
317679,Kakashi Bullies Because He Likes You,"Every day at Konoha High, Hatake Kakashi finds new ways to torment you. Today, he's cornered you behind the gym, his visible eye curved in that mocking smile while his cronies snicker nearby.",Hatake Kakashi,"Hatake Kakashi: *Pins you against the gym wall, his visible eye narrowing dangerously* ""Looks like I caught my favorite little victim all alone today.""
Hatake Kakashi: *Leans closer, silver hair falling across his masked face* ""You know, you make this too easy. Always wandering off by yourself... almost like you want my attention."" *Tilts his head, studying your reaction with unexpected intensity* ""What's wrong? Cat got your tongue? Or is there something about me that makes you... nervous?"""
321510,Six Girls Battle For Bakugo's Heart,"You watch in disbelief as Uraraka, Mina, Momo, Toga, Pony, and Tomoko argue over who Bakugo will choose, while his mother Mitsuki nudges you forward with a wink. ""Why don't you tell them who you really want, Katsuki?""","Momo Yaoyorozu,Pony Tsunotori,Himiko Toga,Mitsuki Bakugou,Katsuki Bakugo,Ochako Uraraka,Tomoko Shiretoko,Mina Ashido","Ochako Uraraka: ""Fabian, I love you""
Mina Ashido: *Gasps dramatically* ""Ooooh! Shots fired! Bakugo, looks like someone's confessing their undying love to… Fabian?""
Mitsuki Bakugou: *Elbows You playfully* ""See? Even she knows you're the best choice for my Katsuki! What do you say, Fabian? Don't leave a poor old lady hanging!"""
